ID,4Q,annotator
Q1_im4Qxn3GQvo_0,1,D
Q1_im4Qxn3GQvo_1,1,D
Q1_im4Qxn3GQvo_2,1,D
Q1_jziI_cuN_H8_0,1,D
Q1_jziI_cuN_H8_1,1,D
Q1_jziI_cuN_H8_2,1,D
Q1_k4dxAlI5N-k_0,1,D
Q1_k4dxAlI5N-k_1,1,D
Q1_ldCQ6N9G6Mk_2,1,A
Q1_mX-xs3OVhTs_0,1,D
Q1_mX-xs3OVhTs_1,1,D
Q1_miqLU2739dk_1,1,D
Q1_nOIBJHkqrE8_0,1,D
Q1_o5AIp2Yc01M_0,1,D
Q1_o5AIp2Yc01M_1,1,D
Q1_osxmQReE_2o_0,1,C
Q1_pNwQ9Tu_bCs_0,1,D
Q1_pNwQ9Tu_bCs_1,1,D
Q1_pNwQ9Tu_bCs_2,1,D
Q1_qlbazHayULg_8,1,D
Q1_r6laJv1-HMg_0,1,D
Q1_s5b8viFsVJE_0,1,D
Q1_s5b8viFsVJE_1,1,D
Q1_s5b8viFsVJE_2,1,D
Q1_s6-SbDSZzEU_0,1,D
Q1_s6-SbDSZzEU_1,1,D
Q1_sUJ4a74Skk8_0,1,D
Q1_sZe3IB1OVfw_0,1,D
Q1_sZe3IB1OVfw_1,1,D
Q1_uqRLEByE6pU_0,1,D
Q1_uqRLEByE6pU_1,1,D
Q1_uqRLEByE6pU_2,1,D
Q1_vv6nrZ2myXw_0,1,D
Q1_vv6nrZ2myXw_1,1,D
Q1_vv6nrZ2myXw_2,1,D
Q1_vv6nrZ2myXw_3,1,D
Q1_vv6nrZ2myXw_4,1,D
Q1_wnB2cjd6zbE_0,1,D
Q1_xrhWli_R98g_1,1,D
Q1_xrhWli_R98g_3,1,D
Q1_yFw_kO7DF-Y_0,1,D
Q1_yFw_kO7DF-Y_1,1,D
Q1_yFw_kO7DF-Y_2,1,D
Q1_zHwJG8Rrx6c_0,1,D
Q1_zHwJG8Rrx6c_1,1,D
Q1_zHwJG8Rrx6c_2,1,D
Q1_zHwJG8Rrx6c_3,1,D
Q1_zmZHNy9T8Pg_0,1,D
Q1_zmZHNy9T8Pg_1,1,D
Q1_zmZHNy9T8Pg_2,1,D
Q2_--2B4d4lQhs_0,2,D
Q2_--2B4d4lQhs_1,2,D
Q2_--2B4d4lQhs_2,2,D
Q2_-jJVb0xvbdg_0,2,A
Q2_-jJVb0xvbdg_1,2,A
Q2_08t73Qgjkt4_0,2,D
Q2_08t73Qgjkt4_1,2,D
Q2_08t73Qgjkt4_2,2,D
Q2_0H4rq0L9OSw_0,2,D
Q2_0H4rq0L9OSw_1,2,D
Q2_0J7lX-Tcx-w_0,2,D
Q2_0J7lX-Tcx-w_1,2,D
Q2_0J7lX-Tcx-w_2,2,D
Q2_0qYNvMCEwaw_0,2,D
Q2_0v2N1ROvEI0_0,2,D
Q2_0v2N1ROvEI0_1,2,D
Q2_16OaOpfOPZ0_2,2,D
Q2_16OaOpfOPZ0_3,2,D
Q2_1EDThWjNxOI_0,2,D
Q2_1EDThWjNxOI_1,2,D
Q2_1Q3MoBFh6eU_1,2,D
Q2_1TAKQK3s6qQ_0,2,B
Q2_1kny88W533Q_0,2,D
Q2_1kny88W533Q_2,2,D
Q2_1kny88W533Q_3,2,D
Q2_1kny88W533Q_4,2,D
Q2_2uLw9Zs60A4_0,2,A
Q2_38i12IPkL5c_0,2,A
Q2_38i12IPkL5c_1,2,A
Q2_38i12IPkL5c_2,2,A
Q2_3ZnxqCZ7qGg_1,2,D
Q2_3ZnxqCZ7qGg_2,2,D
Q2_3_MxhSS86oU_0,2,D
Q2_3_MxhSS86oU_1,2,D
Q2_48EYLEAgaBc_0,2,D
Q2_48EYLEAgaBc_1,2,D
Q2_5CEAeMiXKaA_0,2,B
Q2_5NW0zDu6IYM_0,2,D
Q2_5NW0zDu6IYM_1,2,D
Q2_61EA0xRX8gE_0,2,B
Q2_61EA0xRX8gE_1,2,B
Q2_61EA0xRX8gE_3,2,B
Q2_61EA0xRX8gE_4,2,B
Q2_61EA0xRX8gE_5,2,B
Q2_6n8HgIcJ6vo_0,2,A
Q2_78C_TpQDvVE_0,2,B
Q2_78C_TpQDvVE_1,2,B
Q2_7n32BtYb4d4_0,2,D
Q2_7n32BtYb4d4_1,2,D
Q2_7n32BtYb4d4_2,2,D
Q2_7n32BtYb4d4_3,2,D
Q2_8TYY0qG-KOw_1,2,A
Q2_8c7kcmsnf-s_0,2,D
Q2_8c7kcmsnf-s_1,2,D
Q2_8c7kcmsnf-s_2,2,D
Q2_9v2WSpn4FCw_1,2,D
Q2_9v2WSpn4FCw_2,2,D
Q2_9v2WSpn4FCw_3,2,D
Q2_9v2WSpn4FCw_4,2,D
Q2_9v2WSpn4FCw_5,2,D
Q2_9v2WSpn4FCw_6,2,D
Q2_9v2WSpn4FCw_7,2,D
Q2_9v2WSpn4FCw_8,2,D
Q2_ANZf1QXsNrY_6,2,D
Q2_ANZf1QXsNrY_7,2,D
Q2_AWNbcxXDmt0_0,2,A
Q2_AacIP9mDLw8_0,2,B
Q2_AacIP9mDLw8_2,2,B
Q2_BzqX-9TA-GY_1,2,B
Q2_BzqX-9TA-GY_2,2,B
Q2_CxFXrYgdSSI_0,2,B
Q2_CxFXrYgdSSI_1,2,B
Q2_CxFXrYgdSSI_2,2,B
Q2_D-gDPh9ZpFk_0,2,A
Q2_D-gDPh9ZpFk_1,2,A
Q2_D-gDPh9ZpFk_2,2,A
Q2_D5kyjnlDNZs_0,2,A
Q2_D5kyjnlDNZs_1,2,A
Q2_D5kyjnlDNZs_2,2,A
Q2_DYBBfpEx-JI_0,2,B
Q2_DYBBfpEx-JI_1,2,B
Q2_DYBBfpEx-JI_2,2,B
Q2_DYBBfpEx-JI_3,2,B
Q2_Dg935IbDggo_0,2,B
Q2_Dg935IbDggo_1,2,B
Q2_Dg935IbDggo_2,2,B
Q2_Dg935IbDggo_3,2,B
Q2_DhnX54kOW8U_0,2,D
Q2_EtAbPc20mn8_0,2,D
Q2_FUAK5TBaNY8_1,2,D
Q2_GwdQliEv6Z0_0,2,D
Q2_GwdQliEv6Z0_1,2,D
Q2_Ie5koh4qvJc_10,2,B
Q2_Ie5koh4qvJc_11,2,B
Q2_Ie5koh4qvJc_13,2,B
Q2_Ie5koh4qvJc_26,2,B
Q2_Ie5koh4qvJc_30,2,B
Q2_Ie5koh4qvJc_7,2,B
Q2_Ie5koh4qvJc_9,2,B
Q2_Iq6g_4AwUWs_0,2,D
Q2_Iq6g_4AwUWs_1,2,D
Q2_ItGNJM6skM4_1,2,B
Q2_ItGNJM6skM4_2,2,B
Q2_JMt4m608s3k_0,2,D
Q2_JMt4m608s3k_1,2,D
Q2_JMt4m608s3k_2,2,D
Q2_JT1XJnVmABo_6,2,D
Q2_JYVXM0qNQAg_1,2,D
Q2_Kk60F8a7-Jw_0,2,D
Q2_L3_TadjSQQ0_0,2,D
Q2_L3_TadjSQQ0_1,2,D
Q2_OCqMDeD6Fmc_0,2,B
Q2_OCqMDeD6Fmc_1,2,B
Q2_OCqMDeD6Fmc_2,2,B
Q2_OCqMDeD6Fmc_3,2,B
Q2_P-We4q3goKU_1,2,B
Q2_P-We4q3goKU_2,2,B
Q2_P-We4q3goKU_3,2,B
Q2_P-We4q3goKU_4,2,B
Q2_P-We4q3goKU_5,2,B
Q2_P-We4q3goKU_6,2,B
Q2_PZN7XLKzLDI_0,2,D
Q2_Q5b5unyP8BM_0,2,D
Q2_Q5b5unyP8BM_1,2,D
Q2_QmK_SND2jAw_0,2,B
Q2_QmK_SND2jAw_1,2,B
Q2_REq37pDAm3A_2,2,D
Q2_RiQMuhk_SuQ_1,2,B
Q2_RiQMuhk_SuQ_2,2,B
Q2_RiQMuhk_SuQ_3,2,B
Q2_S1T3UF1vhSk_1,2,D
Q2_S1T3UF1vhSk_2,2,D
Q2_S7Bo4-NCEDk_0,2,D
Q2_S7Bo4-NCEDk_1,2,D
Q2_S7Bo4-NCEDk_2,2,D
Q2_TcFVq0leii4_1,2,D
Q2_TcFVq0leii4_2,2,D
Q2_UAm0aWvzFI8_0,2,D
Q2_UAm0aWvzFI8_1,2,D
Q2_UE0y8MHqT-g_1,2,B
Q2_UE0y8MHqT-g_2,2,B
Q2_UJcnNfeCN1c_1,2,D
Q2_UTo7E0evQWw_0,2,D
Q2_Uu-oRTRT6uQ_0,2,D
Q2_Uu-oRTRT6uQ_1,2,D
Q2_Uu-oRTRT6uQ_2,2,D
Q2_WBxql6cuU7c_0,2,B
Q2_WQrPcuy50aA_0,2,B
Q2_WQrPcuy50aA_1,2,B
Q2_XC_SiJszQx0_1,2,D
Q2_XfA2KXodrOE_0,2,D
Q2_XfA2KXodrOE_1,2,D
Q2_ZTrEoB8T9YA_0,2,D
Q2_ZTrEoB8T9YA_1,2,D
Q2_ZTrEoB8T9YA_2,2,D
Q2_ZdyiXIlKe_Y_0,2,D
Q2_ZdyiXIlKe_Y_1,2,D
Q2__FVzelKlBFs_0,2,D
Q2__FVzelKlBFs_1,2,D
Q2__FVzelKlBFs_2,2,D
Q2__S991V8N-8s_1,2,D
Q2__vZOEQCYSaY_1,2,D
Q2_aYe-2Glruu4_2,2,D
Q2_b8HVQtIoBYU_0,2,B
Q2_b8HVQtIoBYU_1,2,B
Q2_bfopzItCYrE_1,2,A
Q2_cFWdWpyvwag_0,2,B
Q2_cFWdWpyvwag_1,2,B
Q2_cQp1BYDGcRo_0,2,D
Q2_cQp1BYDGcRo_1,2,D
Q2_cm6E860vDjY_0,2,B
Q2_cm6E860vDjY_1,2,B
Q2_cm6E860vDjY_2,2,B
Q2_dtS02mrDMsM_0,2,D
Q2_dtS02mrDMsM_1,2,D
Q2_dtS02mrDMsM_2,2,D
Q2_dtS02mrDMsM_3,2,D
Q2_dtS02mrDMsM_4,2,D
Q2_eGQUZ9FlUJ4_0,2,D
Q2_eGQUZ9FlUJ4_1,2,D
Q2_epX33OVpkmA_0,2,B
Q2_epX33OVpkmA_1,2,B
Q2_epX33OVpkmA_2,2,B
Q2_ezoAduuCkUs_0,2,B
Q2_f2BXXa7lPuE_0,2,D
Q2_f2BXXa7lPuE_1,2,D
Q2_f2BXXa7lPuE_2,2,D
Q2_f2BXXa7lPuE_3,2,D
Q2_fuCxYrru2S4_1,2,D
Q2_fuCxYrru2S4_2,2,D
Q2_gvWDOIiocuE_1,2,D
Q2_ijfxkQPAQdE_1,2,B
Q2_ijfxkQPAQdE_2,2,B
Q2_ivCNV47tsRw_0,2,D
Q2_ivCNV47tsRw_1,2,D
Q2_ivCNV47tsRw_2,2,D
Q2_ivCNV47tsRw_3,2,D
Q2_iwxwLEvqeD8_1,2,D
Q2_jIKX3ShvLxo_0,2,D
Q2_jIKX3ShvLxo_1,2,D
Q2_jIKX3ShvLxo_2,2,D
Q2_jO2zX6Ul8GM_0,2,B
Q2_jO2zX6Ul8GM_1,2,B
Q2_jTPXwbDtIpA_1,2,B
Q2_jTPXwbDtIpA_2,2,B
Q2_jrVXitpLGMk_0,2,D
Q2_jrVXitpLGMk_1,2,D
Q2_jrVXitpLGMk_2,2,D
Q2_k-FNDbK6Qhg_0,2,D
Q2_k-FNDbK6Qhg_2,2,D
Q2_k4lT-sXg3iI_0,2,D
Q2_k4lT-sXg3iI_1,2,D
Q2_k4lT-sXg3iI_2,2,D
Q2_kKFwiXKlhC8_0,2,B
Q2_kKFwiXKlhC8_1,2,B
Q2_l-4Kce3YxxQ_0,2,D
Q2_l-4Kce3YxxQ_1,2,D
Q2_l-4Kce3YxxQ_2,2,D
Q2_l-4Kce3YxxQ_3,2,D
Q2_l-4Kce3YxxQ_4,2,D
Q2_lFznCt5kvXM_0,2,D
Q2_lalnGhxT3PQ_0,2,D
Q2_lalnGhxT3PQ_1,2,D
Q2_miqLU2739dk_0,2,D
Q2_mlHheZbblT0_0,2,D
Q2_mlHheZbblT0_1,2,D
Q2_nOIBJHkqrE8_1,2,D
Q2_o20YCzej5_s_0,2,D
Q2_pouxqiySdI8_0,2,D
Q2_pouxqiySdI8_1,2,D
Q2_qlbazHayULg_0,2,B
Q2_qlbazHayULg_1,2,B
Q2_qlbazHayULg_10,2,B
Q2_qlbazHayULg_11,2,B
Q2_qlbazHayULg_12,2,B
Q2_qlbazHayULg_2,2,B
Q2_qlbazHayULg_4,2,B
Q2_qlbazHayULg_5,2,B
Q2_qlbazHayULg_6,2,B
Q2_qlbazHayULg_7,2,B
Q2_rEz0D3VohFA_1,2,D
Q2_rEz0D3VohFA_2,2,D
Q2_sEQf5lcnj_o_0,2,D
Q2_sEQf5lcnj_o_1,2,D
Q2_sEQf5lcnj_o_2,2,D
Q2_sEQf5lcnj_o_3,2,D
Q2_snfsc7pEzlk_0,2,D
Q2_snfsc7pEzlk_1,2,D
Q2_snfsc7pEzlk_2,2,D
Q2_ufRISSD28XA_0,2,D
Q2_ufRISSD28XA_1,2,D
Q2_wfXSdMsd4q8_5,2,D
Q2_x5ibvz38jOs_0,2,D
Q2_x5ibvz38jOs_1,2,D
Q2_yZGBxiNPu3k_0,2,B
Q2_yhIncZ_Ue4E_0,2,B
Q2_yhIncZ_Ue4E_1,2,B
Q2_yhIncZ_Ue4E_2,2,B
Q2_yrvKReuwVlY_0,2,B
Q2_yrvKReuwVlY_1,2,B
Q2_yrvKReuwVlY_2,2,B
Q2_yrvKReuwVlY_3,2,B
Q2_z5ewpQwGDNw_0,2,B
Q2_z5ewpQwGDNw_1,2,B
Q2_z5ewpQwGDNw_2,2,B
Q3_-vAz_HTFEXs_0,3,C
Q3_-vAz_HTFEXs_1,3,C
Q3_02t1bj7ZABY_0,3,C
Q3_02t1bj7ZABY_1,3,C
Q3_02t1bj7ZABY_2,3,C
Q3_0EWWyyV7RJA_0,3,C
Q3_0c2dTJTDUR4_0,3,C
Q3_0lEL_XHyhuU_0,3,C
Q3_0lEL_XHyhuU_1,3,C
Q3_0lEL_XHyhuU_2,3,C
Q3_0lEL_XHyhuU_3,3,C
Q3_0vLPYiPN7qY_3,3,C
Q3_0wRQRwnQiqY_0,3,C
Q3_16OaOpfOPZ0_0,3,C
Q3_16OaOpfOPZ0_1,3,C
Q3_1Q3MoBFh6eU_0,3,C
Q3_1Q3MoBFh6eU_2,3,C
Q3_1cgO42sh-ZY_0,3,C
Q3_1kny88W533Q_1,3,C
Q3_2eIsQtm4YNs_0,3,B
Q3_2eIsQtm4YNs_1,3,B
Q3_2v6gJi03LlA_0,3,C
Q3_2v6gJi03LlA_1,3,C
Q3_3ZnxqCZ7qGg_0,3,C
Q3_4Er-eFHSHA4_0,3,B
Q3_4Er-eFHSHA4_1,3,B
Q3_4Er-eFHSHA4_2,3,B
Q3_4Er-eFHSHA4_3,3,B
Q3_77z6Ep3aOmg_0,3,C
Q3_77z6Ep3aOmg_1,3,C
Q3_7JIdJLkJ0S4_0,3,C
Q3_7JIdJLkJ0S4_1,3,C
Q3_7JIdJLkJ0S4_2,3,C
Q3_7JIdJLkJ0S4_3,3,C
Q3_9Xg69XrVaYU_0,3,C
Q3_9Xg69XrVaYU_1,3,C
Q3_9Xg69XrVaYU_2,3,C
Q3_AacIP9mDLw8_1,3,C
Q3_Adil-zpJdEs_0,3,C
Q3_BIRDDxz0E4c_0,3,C
Q3_By3JCii1k3w_0,3,C
Q3_By3JCii1k3w_1,3,C
Q3_By3JCii1k3w_2,3,C
Q3_BzqX-9TA-GY_0,3,C
Q3_D3onzY4MNxE_0,3,C
Q3_D3onzY4MNxE_1,3,C
Q3_D8Ed5PZXfF4_0,3,C
Q3_DYBBfpEx-JI_4,3,C
Q3_E5qEloUO3SM_1,3,C
Q3_FH28sPhm9Dc_0,3,C
Q3_FH28sPhm9Dc_1,3,C
Q3_FOcdHIhI0_s_0,3,C
Q3_FOcdHIhI0_s_1,3,C
Q3_FUAK5TBaNY8_0,3,B
Q3_FUAK5TBaNY8_2,3,B
Q3_FUAK5TBaNY8_3,3,B
Q3_G4rL_OtfFAU_0,3,C
Q3_G4rL_OtfFAU_1,3,C
Q3_H6_7DjsbROQ_0,3,B
Q3_H6_7DjsbROQ_1,3,B
Q3_H6_7DjsbROQ_2,3,B
Q3_H6_7DjsbROQ_3,3,B
Q3_H6_7DjsbROQ_4,3,B
Q3_IH2KrGjKXw0_0,3,C
Q3_IH2KrGjKXw0_1,3,C
Q3_IH2KrGjKXw0_2,3,C
Q3_ISCVfmBvYoM_0,3,C
Q3_Ie5koh4qvJc_0,3,C
Q3_Ie5koh4qvJc_14,3,C
Q3_Ie5koh4qvJc_15,3,C
Q3_Ie5koh4qvJc_18,3,C
Q3_Ie5koh4qvJc_19,3,C
Q3_Ie5koh4qvJc_2,3,C
Q3_Ie5koh4qvJc_22,3,C
Q3_Ie5koh4qvJc_23,3,C
Q3_Ie5koh4qvJc_24,3,C
Q3_Ie5koh4qvJc_25,3,C
Q3_Ie5koh4qvJc_29,3,C
Q3_Ie5koh4qvJc_3,3,C
Q3_Ie5koh4qvJc_5,3,C
Q3_Ie5koh4qvJc_8,3,C
Q3_ItGNJM6skM4_0,3,C
Q3_JNzqL24ZcZ8_0,3,C
Q3_JNzqL24ZcZ8_1,3,C
Q3_JNzqL24ZcZ8_2,3,C
Q3_JT1XJnVmABo_1,3,C
Q3_K84TcgjCRt4_0,3,C
Q3_K84TcgjCRt4_1,3,C
Q3_K84TcgjCRt4_2,3,C
Q3_MbvPxCUMSek_0,3,B
Q3_MbvPxCUMSek_1,3,B
Q3_MbvPxCUMSek_2,3,B
Q3_NTI9ode6bRk_0,3,C
Q3_NTI9ode6bRk_1,3,C
Q3_OO7zYVeK814_0,3,C
Q3_OO7zYVeK814_1,3,C
Q3_OO7zYVeK814_2,3,C
Q3_Oku8sIpTMAE_0,3,B
Q3_Oku8sIpTMAE_1,3,B
Q3_Oku8sIpTMAE_2,3,B
Q3_Oku8sIpTMAE_3,3,B
Q3_Oku8sIpTMAE_4,3,B
Q3_P-We4q3goKU_0,3,C
Q3_PLfFWFZflQU_0,3,C
Q3_PLfFWFZflQU_1,3,C
Q3_PXOWy7NiZhk_0,3,C
Q3_PXOWy7NiZhk_1,3,C
Q3_QJlnTN7HRwE_0,3,C
Q3_QJlnTN7HRwE_1,3,C
Q3_QJlnTN7HRwE_2,3,C
Q3_QJlnTN7HRwE_3,3,C
Q3_REq37pDAm3A_0,3,B
Q3_REq37pDAm3A_1,3,B
Q3_REq37pDAm3A_3,3,B
Q3_REq37pDAm3A_4,3,B
Q3_RL_cmmNVLfs_0,3,C
Q3_RiQMuhk_SuQ_0,3,C
Q3_S1T3UF1vhSk_0,3,B
Q3_TYkTOwBfFB8_0,3,C
Q3_TYkTOwBfFB8_1,3,C
Q3_TonQX8XbvX8_0,3,C
Q3_TonQX8XbvX8_1,3,C
Q3_TonQX8XbvX8_2,3,C
Q3_TonQX8XbvX8_3,3,C
Q3_UE0y8MHqT-g_0,3,C
Q3_UJcnNfeCN1c_0,3,C
Q3_UuLTvhERcnk_0,3,C
Q3_UuLTvhERcnk_1,3,C
Q3_VrWAZLRdQO8_0,3,C
Q3_VrWAZLRdQO8_1,3,C
Q3_X1p8xcarVu0_0,3,C
Q3_X1p8xcarVu0_1,3,C
